	PT1_shCtrl_exp_corr
CLDN11	0.08747056316978252
FAM168A	-0.10794989670398004
RELT	0.06803825721000918
CDC27	0.1504153208657301
YIPF1	0.04276082693161606
ADCK2	0.03808614314586065
SLC2A3	0.09503466941873702
ENPP2	0.07018907618299783
GNA11	-0.08476155778636878
PIGV	-0.10741349020656243
MRPS35	0.04505388715608338
APPBP2	0.2081857988128455
RPL18	-0.20913459409413576
CA11	-0.004850355356924306
ISOC2	-0.13884239066681836
EPN1	-0.05811016016458501
ZFY	0.1402930327513145
HDHD5	-0.006743060314820917
TRIB2	-0.12124436944942454
OTUD5	-0.01784349116405632
GPKOW	0.009161836056799728
AQR	0.04242758934449915
MBD3	0.055609250065178174
LMCD1	-0.06388021850652323
PSMC4	-0.2470117836005818
CAMKK1	-0.024891447384641722
DERL2	0.11557987887149992
ANO8	0.15616921787162066
CAMSAP3	-0.036353523922278266
CTTNBP2	0.07238145477990607
ACTL6B	-0.038230499552354254
FAM135B	0.0
KIF22	-0.007990834837306698
YTHDC2	0.15113726813131734
TMEM161A	0.04446955286130273
BCAR1	0.05395654245621719
FOXJ2	-0.01787227689207011
GOLGA5	0.13851762677099097
METTL22	0.06458572706115942
CELSR3	0.08705778263307665
PPP2R5B	0.016099421636655238
BCL3	-0.02310026473382245
KCNAB2	-0.049259123078320276
PIGB	-0.05310818219900071
PDZD4	-0.01512408921845962
NPIPB4	0.18226543176965165
REEP1	0.027137678970022516
EPHA8	0.25374223013906033
TRIP13	-0.12290309386249448
P4HA2	0.06537239263796084
VASH1	0.1469124072983358
PDCD2	-0.10308717551311672
LLGL2	-0.19388370071566743
HSD17B10	-0.12673652786975292
TIMM21	-0.09301043600617277
REXO1	-0.21851601775237453
MKRN2	-0.0808682010482502
GPATCH1	-0.22644214967542003
KEAP1	0.03399412745141823
ISOC1	-0.09209188719486351
KLF6	-0.2402144934730862
TRO	0.18883424442522734
MNT	0.11319846746473257
LAPTM4A	0.2944150374996189
ASNS	-0.21311584898793753
PTPN18	-0.14603726144117107
DRD4	-0.054622537747583556
SCT	0.22924496380098267
ALDH3A2	0.007023430010379242
MRPS34	0.038380835803405046
MAP2K5	0.09159491269844657
TIGAR	0.15093233782062446
MTMR7	-0.1469728309769373
CPB2	0.053351478133845574
FAM107B	-0.01619519913996638
CDK13	-0.05466967870738817
TRAM2	0.0753061222908395
NDUFB4	-0.081030626112685
HEATR6	0.10598444024447841
ERLEC1	0.05745861120071325
TMEM131	0.10715629578020458
TMEM38A	0.16123803352493132
PVR	-0.08346650215195386
ZNF222	-0.09508751389497289
ACTR6	-0.09713091718581648
SLC25A3	-0.13391408234347765
OSBPL6	-0.020787428334611335
CTSA	-0.06943883430618024
ANKRD16	0.011531434044392826
UHRF1BP1	-0.17758767837146222
OSTM1	0.17476737866232736
IMPG2	0.17518715082982703
ACTN1	-0.21234412070011668
PCDHB4	-0.0015829516189538998
PCDHB2	-0.019083523209399246
HSPB11	-0.014819084222439629
STRADB	0.10441584871643976
FAM135A	-0.07456715670151393
DLG3	0.1424056211682553
SNAP91	0.05851517403700494
PLOD1	-0.05730176880640977
TDRD3	-0.054443648320822956
OXCT1	-0.09025945288731141
ZNF324	-0.15997049037395142
ZNF416	0.1654223607746351
RPS5	-0.14288624406834372
FAM234B	0.12430753947287777
PILRA	-0.029345946839483196
RRN3	-0.007313960000845555
DIMT1	0.0608996805828637
EIF2AK1	-0.04473540714567427
EPDR1	0.1712683070255445
MRPL28	-0.16179711953090017
RBM22	0.1328479040535082
MAP2	0.08351645756229202
ZW10	-0.08335742664464095
PPP1R15A	-0.0664255509699814
ADAM11	-0.10624852739901172
LAMP2	0.11932713375678956
SLC22A4	0.023739601110910443
MT3	0.02204579285721823
NOL4L	0.1474923676198057
PDRG1	0.0015561933057787576
PPP1R13B	0.1067027200593989
RALGAPA2	0.02497956438463196
RPL6	-0.010218241086533164
ESF1	-0.2007462833943823
TMEM230	0.022488606605866865
SIRT4	0.1867060816441138
TRMT6	-0.15236818182589823
HAUS5	0.021254508853123653
UQCRC1	-0.17444976406234536
LAG3	-0.017436906363414086
MLF2	-0.23548086470731044
OTUB2	0.02108521711827714
PDCD7	-0.04918616555413612
SPG21	0.27781404510121815
GNPTG	0.005240387134191938
GOLGA3	0.0031842227893762644
EFNB1	-0.0328120877450391
GLG1	-0.002310712800634399
NAT14	-0.1237349164883651
AASDH	-0.05683156235878694
DLD	0.003443477372799724
ABCC6	0.2042554321150299
CMTM6	0.05785187528755486
SPAG7	-0.2116859427551187
RGS17	-0.04214642146670899
TMEM101	0.1973272456363402
PSME1	-0.023906886722483332
HAUS4	-0.06077317206315838
OSGEP	0.02761081909850621
SLC22A17	0.0715272904211848
G2E3	0.08810668533197073
TGM1	-0.03070846400991593
UNC13D	0.00199091230328301
COMT	-0.01710062860305973
XYLB	0.08449147248176286
CDC6	0.0
AAAS	-0.09722949030266233
CBX5	0.06391741417429728
KLHL20	-0.00012918558222808866
DHPS	-0.1969131085068257
RAB26	-0.07908397493737697
PSMD5	-0.08726433580099702
NANS	-0.14073208364960757
TMEM14A	0.02435734506236246
BAG6	-0.11898109891181655
ZNF184	-0.11804508157281074
SIRT1	-0.06758809988346756
TGFBR3	0.020198152243036904
TMED1	-0.025296777917217635
MZF1	-0.052336463366641287
OCEL1	0.03541421818604865
PSMD8	-0.08877547706613206
BCL7C	-0.026897908624210834
EFNA2	-0.05594052608784814
ATP5F1D	-0.021578131607558487
MARCHF2	-0.07399244371706927
NDUFB7	-0.33672289474399747
TECR	-0.10863260572415681
TIMM13	-0.07165375667548825
CDC34	-0.018792408638527804
POLR2E	0.07374252424190064
MAPK12	-0.0015235919841475047
SNAP29	0.0004458986225292093
THAP7	0.015500766315404658
MIF	-0.15290323659985813
DDTL	0.03525252711521815
TBC1D10A	-0.10435602641346914
SF3A1	0.1130441172555287
SNRPD3	-0.0586255096932868
MAPK1	0.10987452062981411
TCN2	-0.1634688957214479
MORC2	0.06321238567806144
SLC25A1	0.11101895502708219
PDXP	0.06131332860481366
ASPHD2	-0.09713653360536431
PIK3IP1	0.10676574094887094
SRRD	0.12421668857742543
PATZ1	-0.017123120680968804
ANKRD54	-0.020276941888407743
SNU13	0.02238726654713145
CENPM	-0.037518939941523465
DDX17	0.10614719211190228
HSCB	-0.15391264639675792
CBY1	-0.029812439805048902
TOMM22	-0.16390623257348222
XBP1	-0.12686798187599918
RTCB	0.04743051886447153
JOSD1	-0.05653701304125136
GTPBP1	-0.0422957775822039
PPP6R2	0.047155495976772786
DNAL4	0.036753010149835
LMF2	0.0019684704883996184
RHBDD3	-0.18876276684533666
RASL10A	0.06825618618447685
HMGXB4	0.13341860456560484
NIPSNAP1	0.030868127390635464
MCM5	0.05211900305702939
ARSA	-0.1558210710615833
TTLL12	-0.039853923027913414
CBX7	0.10596340413501515
CABP7	-2.6095469045988864e-05
RPL3	-0.06637347108083741
SYNGR1	0.02651323569973065
TAB1	-0.013082346240892226
PNPLA3	-0.10515780872046855
MYH9	0.02483451884296828
TXN2	0.11308576094731757
FOXRED2	0.016147955337661946
EIF3D	-0.17713333796090033
FAM118A	0.0058664192624176825
ST13	-0.07099388087285638
RBX1	-0.17570084996549404
L3MBTL2	0.18977497686208802
CHADL	-0.021464622524289906
PHF5A	-0.17135236679835528
ACO2	-0.05323090641089021
PMM1	0.011857912381032846
CERK	0.05991424659914675
BRD1	0.012492275489446985
ZBED4	-0.023032009488417174
HDAC10	-0.02078845631197076
PAPOLA	-0.053650072955064354
HSP90AA1	-0.12933605862868275
MARK3	-0.09229651823853478
SNAPC1	-0.07387254756174395
SUPT16H	0.0767615444938484
ABHD4	-0.04070436810725146
FKBP3	-0.08497399026529338
PRMT5	-0.13716045083151987
COCH	-0.07366375522147137
AP4S1	-0.0016322610111690885
POLE2	0.04059122902281141
SOS2	0.06465677461932494
CDKL1	0.051344569759975874
PYGL	-0.0758135831107829
GNPNAT1	0.09230728619482996
CNIH1	0.06789228640182093
CGRRF1	-0.19792854256215398
ATP6V1D	0.0416306496445233
PIGH	-0.11698598628295465
PSMA3	-0.10398569515208857
VTI1B	0.09405703350525688
TIMM9	0.10540410066351029
GSTZ1	-0.03434364619056995
TMED8	0.08619538934185746
SAMD15	0.027732026741621885
AHSA1	-0.13248776731517292
SPTLC2	-0.2512042832032597
RIN3	-0.02676089316176484
ALKBH1	0.019540852994257733
CHGA	-0.029122931104888533
DHRS7	0.01306767483976044
ERH	-0.025157022807287842
EIF5	0.046410059843019484
ZFYVE21	-0.03068807933211434
VRK1	-0.1821721971739167
APEX1	-0.00017320124114443235
PABPN1	-0.019223066774231825
EFS	0.01266699201320114
ARHGAP5	-0.04400002802435105
CINP	-0.14442217129446297
SRP54	0.0707469774771928
PCK2	0.047842424983379254
NFKBIA	0.12527900145185256
EMC9	-0.11250388962088848
PSME2	-0.1645960570424546
BRMS1L	0.15199133587058428
PNN	0.05839752239641755
RABGGTA	0.14760437499983411
PTPRA	-0.08023120675988812
NSFL1C	-0.12288950685397967
ZFP64	-0.042765225435714295
PYGB	0.023070211213080737
CSTF1	0.03065235397782783
TPD52L2	-0.08670112893701541
SLCO4A1	-0.1911662743928136
TCFL5	-0.13074541168871223
UBOX5	-0.03265374690054204
EEF1A2	0.3329997668303634
C20orf27	-0.12744975553860916
TRIB3	-0.16143968344667792
CSNK2A1	0.06915934006865807
MACROD2	0.21399282092103014
TM9SF4	0.03137630045395425
SNTA1	-0.06695956440564192
CHMP4B	0.13839363339321892
AHCY	-0.026063298307915206
PIGU	-0.13044631579210367
ACOT8	-0.0910405069189129
APMAP	0.15027836300342126
TXNL1	-0.12048745301715864
MYL12A	0.11159780270391022
POLI	-0.06310867614021619
ARSD	-0.14495368456605948
TAF9	-0.012818405680616582
IDH3G	-0.10976483527460333
SLC25A43	0.02454872567776178
MXRA5	0.20545400439845732
PSMD10	0.06261511281747095
STS	0.2190997831057079
PGRMC1	-0.08548375351077293
NXT2	0.06156917406396631
WDR13	-0.07882893106998376
STAG2	0.1165783995479541
ABCD1	-0.02787277224596214
SLC25A14	0.022663343380959485
FMR1	0.034729487781800725
PQBP1	-0.09551410090684812
PCSK1N	0.06728844056046554
RP2	-0.10460873613459595
USP11	-0.009652032801957911
HTATSF1	0.10803311971326468
TIMP1	0.010831477314399825
PIN4	-0.026011037522058213
MAGED2	0.08655732026193007
GLA	0.09571669641964047
NDFIP2	-0.07813003219979243
ARHGEF7	-0.00927506395542619
DHRS12	-0.0881045297528043
NTHL1	0.008260886266061333
ZNF263	-0.04891807729610663
MMP2	0.04521938394569794
ZNF205	-0.1378800976913295
ORC6	-0.031619717600760815
C16orf70	-0.025884207841240913
CORO1A	-0.018159916787935864
LYRM1	0.1307354459292929
NUTF2	0.008129097160524481
CBLN1	0.025875071308455778
ARL2BP	-0.055637283131957295
DHODH	-0.044472467733901115
ACD	0.06852423624233868
POLR2C	0.0109617627844015
PARD6A	-0.02932006760079778
MMP15	-0.063949407947515
USB1	0.038081192112321374
CCDC113	-0.14953592879809519
NME3	-0.25568574906196856
PSMD7	-0.040310874055094766
SETD6	-0.0666457578892406
SLC38A7	0.10497468197755842
HAS3	0.02429343156091478
PLA2G15	-0.02559477209323612
CMC2	-0.06731646493039596
ARHGDIG	0.0076445921131148165
MPG	-0.10274069662596973
HSDL1	0.06913624718964087
WFDC1	-0.13026139855892824
USP10	-0.06638253539956299
TSC2	-0.024613204902359274
ZNF500	0.092121680298316
NME4	0.0857708608378112
DECR2	0.19422013644971994
ANTKMT	-0.08734137326722481
METRN	-0.02389094763939612
STUB1	-0.03935433028863323
CAPN15	-0.06716825318944812
USP31	-0.1571736405951796
TOX3	0.06827973543551401
MAZ	0.00537388322675314
CDIPT	0.12346225837534489
BCKDK	0.004232079151850456
KAT8	-0.07175863436757242
KNOP1	-0.017934230797579876
MGA	-0.05278057583176429
CSK	0.07959274883965858
MTFMT	0.03216334278887929
CTSH	-0.08468434265422942
EHD4	0.03551817111321941
GABPB1	-0.1275055757456014
SCG3	0.004054483599517393
DNAJC17	-0.007116926996243706
VPS18	0.10115733141788982
OIP5	-0.012373016907548615
BLOC1S6	0.10865434105070278
EXTL3	-0.052895380916434635
FDFT1	-0.21156965106654974
AGO2	-0.01362708898690431
PAG1	-0.027280621130310444
BRF2	-0.075653095145864
ZFAND1	-0.09617114631133562
RP1	0.038019640627125
RIPK2	-0.192454252281375
CPQ	-0.09681580714600081
DECR1	0.11220068425236153
SFRP1	-0.13870190620984676
GDAP1	-0.03608110967338623
PHF20L1	0.03431221805029056
EIF3E	-0.010811996790911485
EMC2	0.11355351452839757
STMN2	0.1187192554560525
CHRAC1	0.0063330974442665396
PYCR3	0.004031402147835551
MTMR9	0.08440668693199453
DCTN6	0.10799692566674508
GSR	0.03677230253021443
PPP2CB	0.0510939983641242
NEFM	0.03942397580963974
KCTD9	-0.052620555520574874
HOMER3	-0.07810826897111417
CNOT3	-0.003802659315218935
EXOSC5	0.04253820552172627
PNPLA6	-0.0960864425343286
PAF1	-0.07334490466560228
STXBP2	-0.13599352673607912
ZNF432	-0.003074651401561612
ZNF180	-0.029282811039996286
ZNF780B	0.029112976504938517
MAN2B1	-0.03886026920927895
DHDH	0.1640447706214989
RUVBL2	-0.2866576325196847
ECH1	-0.013185929501021093
HNRNPL	0.020678634169693837
SARS2	-0.11751047806880809
SNRNP70	-0.008143591712876359
CLASRP	-0.07527969748016507
LIN7B	-0.06706997233532003
PPP1R37	0.006504960332566874
PEX11G	-0.045133995121206666
SLC17A7	0.006631734739601342
RNASEH2A	-0.14093256925070444
SF3A2	-0.026899746744948508
TRMT1	-0.1880942616321041
TBC1D17	-0.12642041959924366
CCDC130	-0.026206954144534278
TLE5	-0.05148769115588095
SGTA	-0.19613072363684866
SNAPC2	0.01654772567364011
C19orf53	-0.10715274145342302
FIZ1	0.06832946134948639
C19orf44	-0.15635015243290182
ZNF419	-0.024889751367022338
SLC1A6	0.10178998476383301
POP4	-0.04068475348657467
PDCD5	0.009808842233408074
FBL	-0.17965482872263444
TBCB	0.007798984016265187
POLR2I	-0.11217563590204617
APLP1	0.17182153580304318
CACTIN	-0.1642322876899393
CCDC9	0.07623347055357438
TGFB1	0.22680575466510294
DMAC2	-0.14512585438709866
RPS19	0.004928362588927939
CRX	-0.07482793030217742
CDC37	-0.1714951131101807
RABAC1	0.03268779787416742
RAB3D	-0.1632976206910435
DBP	0.041446978660006566
RASIP1	0.020946445945850017
WDR83OS	-0.03158268694435314
GCDH	-0.03907828358976209
LENG1	-0.013623288085288197
RPL18A	-0.11630856982033051
KCNN1	-0.05351885765999937
PIK3R2	0.07179869345690287
RAB3A	-0.22535921314555676
PSENEN	0.028115323881974526
TMEM147	-0.13240314565578054
USF2	-0.005099489576070324
KXD1	0.013307494661556556
FKBP8	-0.03905312754527027
ERF	0.14344078947160668
GSK3A	-0.10288728754941749
ZNF574	0.06663969065561731
SIPA1L3	-0.10605681438434945
CADM4	0.07294069668525266
ABCF2-H2BE1	0.0010322625920791556
UBE2D4	-0.1688715373814653
GTPBP10	0.051894674259759244
TFPI2	-0.11012617336144678
BET1	-0.03591834245794469
NAMPT	0.15051367762478077
POLR1F	-0.12745049448451143
PON2	0.06861723146497826
ITGB8	0.2980369895865771
HBP1	0.01041195185470152
SP4	-0.021667823710463534
CBLL1	-0.0596721863211669
MPP6	0.002379561233150117
OGDH	0.0043167731821019215
H2AZ2	-0.06996038701588575
LFNG	0.07397634327972451
CHN2	0.0584632916699343
ABHD11	0.039081492525740356
FKBP14	0.018450973634737113
STX1A	0.00799658768592519
NOD1	0.11288683218241274
BUD31	-0.12989658950612534
SNX8	-0.1381775240628633
WASL	0.050597679150286214
AIMP2	-0.13798768463026787
MOSPD3	0.014963513072046542
RBM28	-0.00722449736154915
LSM5	-0.16513769440273043
C1GALT1	0.06413523047906287
PLOD3	-0.07572036291809
RPA3	-0.25719236664542006
FIS1	0.09061876614367714
GLCCI1	0.10907542308569619
NRF1	-0.052987435929950776
CEP41	-0.11005723413599998
ZNF862	0.06604901670701561
MEST	-0.0699549890802859
YAE1	0.09566801548194948
PSMA2	-0.08425879910089813
MRPL32	-0.045299779026889274
COA1	-0.17514000132998592
POLD2	-0.12180879179630741
BCL7B	0.002672000974432022
YKT6	-0.09126655616935823
CLIP2	-0.09014860059257754
ZNF510	-0.05552061225242083
ZNF688	-0.03849580047357741
CHMP5	0.015070772800450596
FKTN	0.16420907406588547
PRUNE2	0.033873726240910916
SEC61B	0.09997648005877938
C5	-0.08584123622824101
AK1	-0.08317870323592749
PLGRKT	-0.11300694788784497
ELAVL2	-0.17264341997082266
EDF1	-0.10951435749725573
SETX	0.023804570114600153
VIM	-0.01587910136777156
ATE1	0.1726232961559201
CCSER2	0.011405128120201035
SFXN3	-0.0107344500575774
FBXL15	-0.01942266352789204
PITRM1	-0.10390508307230772
STN1	0.111543575942625
DNAJC12	0.17324418999450195
PPIF	-0.006742779976358986
TBC1D12	0.01364619664513808
ST6GALNAC2	0.13229980189545779
DHX33	-0.054983661510440804
UTP18	-0.1394469484270388
SLC25A39	-0.017907374131533097
NUFIP2	0.053794548191251325
GIT1	-0.09598117462274622
RPL19	-0.06314169337675607
RUNDC3A	0.09184090148238051
SUPT4H1	0.026997117742982687
SHPK	0.032962595442540786
TAX1BP3	-0.011784218093757633
GOSR2	-0.01576103404699527
PNPO	0.10089589511055598
TVP23C	-0.010576937951083235
RPS6KB1	0.011302543434488943
CBX1	0.02431248389310626
PIGL	0.04300684616909607
PFN1	0.0054834154238519546
SLC25A11	-0.13661816872518734
RASD1	0.16189554970238906
NUP88	-0.0688626877712478
C1QBP	-0.18941247325711158
CPD	-0.02403946819341077
GOSR1	-0.01560252773110194
CCDC47	0.13767755857527397
MED31	-0.06444427926273688
DRG2	-0.058245995146433194
AKAP10	-0.011060427242375373
SYNGR2	-0.06775614616891869
DDX5	0.10203324479736951
C17orf75	0.06966063082614189
ASIC2	-0.0001306210150222945
PEX12	-0.12153445778290124
KAT2A	-0.08269400124072956
NAGLU	-0.11773140995389035
ABI3	-0.04597993593944413
MRPL27	-0.022767373054747176
LRRC59	-0.15284282007609817
HDAC5	0.18057753648238478
DUSP3	-0.11358921682574667
HLF	-0.016617046126046333
RANGRF	-0.2644148775185603
RCVRN	-0.0380176724312029
VTN	-0.2664046159557238
TNFAIP1	-0.1023513213238904
TMEM97	-0.07268176136837595
ALDOC	-0.2075679101401475
LAP3	-0.06602408527839868
JADE1	-0.08484302874774581
RUFY3	-0.0056634893392562965
GNRHR	-0.003954099368852491
LAMTOR3	0.14815230367445936
NFKB1	0.09095449469147196
KLHL2	0.021919701979315646
WFS1	-0.03216253075143175
GAR1	0.04542687580517977
FRG1	0.0698184893678671
FAM149A	-0.13969186497991318
SPA17	0.044998069179304
LDHA	-0.3382462783876996
PLEKHB1	-0.24684522796149172
CTSC	0.0983936667976058
ZPR1	0.03232231183286542
JHY	0.12106071503401503
HSPA8	-0.25382051430939934
DTX4	-0.19407111859232054
PUS3	-0.06997989904114477
SF1	0.1307993859964958
CCND1	0.059603667131182765
CCDC86	0.006012232146468761
PRPF19	-0.06623173827638064
TMEM109	-0.1586413334708971
ANAPC15	-0.09919448982854202
PANX1	-0.10685964620994348
BIRC2	-0.026410737515372273
PDHX	-0.0935771172682481
DGAT2	-0.03049269544172088
C11orf58	0.043404624669979165
RPS13	-0.19467229045857568
YBX3	-0.2771770953169104
DDX11	-0.1145173354941582
SART3	0.005049295555845746
RPLP0	-0.04064521398720082
PXN	-0.04084882698735715
POLR3B	0.1385434033582504
PPFIBP1	0.017377210806957206
PRDM4	-0.039106906898655175
ASIC1	-0.14593933621691
KCTD10	-0.14688426411791047
MLEC	0.05110176348068232
MVK	0.16547660738858358
CSRNP2	0.06279400106816702
PPM1H	0.06200561467614856
LTA4H	0.026103717073684835
ELK3	-0.010391712729231995
ITFG2	-0.01355930179118837
PRR4	-0.020480346176671715
PARP11	0.09173245955683168
ARPC3	-0.03828046425851098
GPN3	-0.007474159957916911
RAD51AP1	-0.12526694000523633
AKAP3	0.10829045207202258
CREBL2	0.12573590056923808
CDKN1B	0.233217940470008
OGFOD2	-0.1338831529960603
ART4	-0.025637112754424405
GTF2H3	-0.06807362142542363
NUP107	-0.022038574110968673
CNOT2	0.0770978972518448
TIMELESS	-0.040883013356283006
KRR1	-0.22404221500756563
MRPL51	0.07852293315559986
GAPDH	-0.13660066977713844
COPS7A	-0.05870619827975241
GNB3	0.19752223815377043
CHPT1	-0.1457749048606019
USP5	-0.08160677647560256
TPI1	-0.2002718078569383
ENO2	-0.4908306672481782
C12orf57	-0.2764299717711635
GOLT1B	0.09351505274610804
PRKAB1	-0.0686125276491523
CMAS	-0.06735327100690555
HCFC2	-0.04689283496106801
CLEC4A	0.0949071288614595
RAB35	-0.08566379869834279
COX6A1	-0.23416610983135044
GATC	-0.02528182343186846
SRSF9	0.04117642480666565
FGFR1OP2	0.13079900208365172
ZNF76	0.10811565388406258
FYN	0.1837920348618552
RSPH4A	0.15297074703860963
TMEM14C	-0.11005079918674064
SMIM8	0.008220112926137222
ASF1A	-0.03553388295555144
HINT3	0.09952444795759187
NCOA7	0.01511551578844801
FBXO5	-0.05510650642361154
FANCE	0.00804093015902221
TULP1	-0.12048154831317517
MAPK14	-0.01198027704632063
STK38	-0.012099376243361428
MCM3	-0.1936422474039702
RNF8	0.08241481218621691
SAYSD1	0.068967653919825
CAP2	0.010118074191308234
FBXL4	0.14950555440849927
GPLD1	-0.004893721320511088
ACOT13	-0.02531620683985931
RPS12	-0.1682073023768197
B3GAT2	0.13825885183751388
GMNN	0.04442628420064892
SNX3	0.060874491357332736
ZBTB24	0.059723558139608036
FIG4	-0.07061636286941454
MDFI	0.0796364921313204
BYSL	-0.05881631950092674
TBP	0.10341456524202552
GUCA1B	-0.08338395198539693
PRPH2	-0.07605502682162676
MRPL2	0.03817495996778195
DNPH1	-0.15816408730506237
EXOC2	0.13524695791030578
TMEM30A	0.071269642046485
H3P16	-0.023073160794729323
MTREX	-0.0940577643811945
HARS2	-0.022954304342931452
NUDT12	-0.10405956778113373
TENT4A	-0.02809442120900816
DAP	-0.1758969427248004
BRD8	0.06305603403227693
MRPS30	-0.06397169951467165
LOX	0.11836839466472707
SPARC	0.0745418918909063
PCDHB3	-0.02628980516258916
PCDHB5	0.01575172089379511
PCDHB6	0.053402552192426955
PCDHB7	0.08994719003853958
PCDHB15	-0.007021097136374738
GRM6	0.14555076554404373
THG1L	0.06595591276198667
TTC1	0.09740732246205391
LNPEP	0.013986305779567262
ST8SIA4	0.050537648685189236
NUP155	-0.05584850565949113
PPP2CA	0.15619996476936865
C5orf15	0.037290573399728334
TRIM23	-0.03689905305225723
TRAPPC13	-0.13232081974681037
RARS1	-0.059750618188533756
BNIP1	-0.22745028465368541
ZMYND10	0.0722701097796816
MLH1	0.14654234855281062
EHHADH	0.031461610324938195
CRBN	-0.026724639714841146
FAM162A	-0.05644165709477652
RBP2	0.04197083215568459
RBP1	-0.03481543544391238
PFKFB4	-0.10806172669178685
ECT2	0.054037908949449716
GNAT1	-0.3649960291649039
TUSC2	-0.0744655792893475
NPRL2	-0.05463203464324743
CYB561D2	-0.07541715245663
C3orf14	0.0014510802810775026
GNB4	0.08489774325770806
UMPS	0.0763551164850501
ABTB1	0.04991104328546282
KLHL18	-0.028653762570322462
HEMK1	-0.02262164516981168
RRP9	-0.05516754293521376
EIF1B	-0.1050004034805611
ZBTB47	0.013011281039268333
NKTR	0.2359741528929823
SPCS1	0.086494337992423
NEK4	-0.009949363895153863
TMEM159	0.11907453924446418
WDFY1	-0.07693831819210666
EIF2AK2	0.1600739591472592
DAZAP1	-0.011549317964549133
DDX1	-0.15983719083340173
FKBP7	-0.04456639378367799
HEATR5B	-0.20743018571769087
MDH1	-0.10660733212032021
MAPRE3	-0.15034284677557275
TMSB10	0.0872914573408718
MSH2	-0.07514705710703534
NCK2	0.11946021876123947
NDUFS1	-0.1274626063747346
SLC11A1	0.06137274557941269
RTKN	-0.1385017980520226
INO80B	-0.12478906760022662
TTL	-0.013051143584150283
FAHD2A	-0.05534396187833779
SF3B6	0.015670837618345035
MPV17	0.054788783661312034
NRBP1	0.053166415557284435
ITGA4	-0.09221577732460721
SNX17	0.21317283051366379
REEP6	-0.3579006828657485
RPS15	-0.39828806318715476
GCA	0.17972038930853804
WBP1	-0.08018305637824671
TTC31	-0.12231608576083838
NDUFS7	-0.20476913553892723
PCGF1	0.027627412466324247
TLX2	0.21577644810003113
POLE4	-0.16210204673316117
LANCL1	0.040655462290381895
FANCL	0.09271076725021261
KCNJ13	0.02981359378375921
GGCX	-0.1646400956040905
MOB4	0.11804684203732858
